Nome,Depth,i,seed,Melhor_solucao,Melhor_solucao_shrunk,Melhor_fitness,Nossa_fitness,Numero_de_comparacoes,Tempo_avaliacao,Tempo_para_encontrar_melhor_solucao,Tempo_total,Timed_out
backrefs,5,8,3141506592,[^px][o-y][a-h],[^p-x][o-y][a-h],10,31,13768,0,1644,19716,false
backrefs,5,9,3313543896,[tuv][d-y][d-s],[tuv][d-y][d-s],10,31,3669,0,848,34180,false
backrefs,5,10,8657690939,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18179,false
backrefs,5,11,9696640194,.[tvmpfg][d-y][d-s],.[f-v][d-y][d-s],16,37,110210,0,19127,32284,false
backrefs,5,12,6621545651,[tump][d-s][d-s],[m-u][d-s][d-s],12,33,49658,0,3898,54588,false
backrefs,5,13,2492462788,[tuv][d-y][d-s],[tuv][d-y][d-s],10,31,4155,0,930,34218,false
backrefs,5,14,3404588599,[tuv][d-y][d-s],[tuv][d-y][d-s],10,31,12117,0,1516,35314,false
backrefs,5,15,2330977742,[tuv][d-y][d-s],[tuv][d-y][d-s],10,31,1249,0,582,15220,false
backrefs,5,16,6361187489,[nhp][ghi][n-u][a-n]|[ef][^lsd][a-u],[hpn][ghi][n-u][a-n]|[ef][^d-s][a-u],16,37,252952,0,24037,46058,false
backrefs,5,17,2805026820,[tuv][d-y][d-s],[tuv][d-y][d-s],10,31,4155,0,960,34608,false
backrefs,5,18,4323456912,[o-u][d-l][e-u][b-t],[o-u][d-l][e-u][b-t],11,32,4520,0,972,23158,false
backrefs,5,19,8361101999,[l-u][b-l].[m-t],[l-u][b-l].[m-t],14,35,27511,0,2655,36108,false
backrefs,5,20,9935136846,[f-m]$,[f-m]$,5,26,302,0,62,16006,false
backrefs,5,21,5217407358,.[tfpmg][d-u][d-s],.[f-t][d-u][d-s],15,36,67485,0,5383,33952,false
backrefs,5,22,5619256299,^[a-f]*[h-u][b-u][a-t],^[a-f]*[h-u][b-u][a-t],11,32,26381,1,23697,51903,false
backrefs,5,23,4560422870,[h-u][o-u][c-m],[h-u][o-u][c-m],10,31,8676,0,1295,16021,false
backrefs,5,24,5236888092,N/A,N/A,N/A,N/A,N/A,N/A,N/A,33966,false
backrefs,5,25,1337360711,[tuv][d-y][d-s],[tuv][d-y][d-s],10,31,6522,0,1164,34520,false
backrefs,5,26,7659837985,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22550,false
glob,5,1,2967301147,[pqr][i-r],[pqr][i-r],11,32,7303,0,1201,799668,true
backrefs,5,27,2521100877,^[b-r]*[tu]|[f-m]$,^[b-r]*[tu]|[f-m]$,8,29,11799,1,6056,46335,false
backrefs,5,28,8801535107,[tuv][d-y][d-s],[tuv][d-y][d-s],10,31,10368,0,1481,37403,false
backrefs,5,29,9651599436,[tuv][d-y][d-s],[tuv][d-y][d-s],10,31,30772,0,2982,37644,false
powers,5,1,5600405384,^x?x$,^x?x$,2,13,473933,0,155240,214755,true
glob,5,1,5600405384,[pqr][i-r],[pqr][i-r],11,32,4795,0,1035,752928,true
glob,5,2,1632819610,[ -p][pqr][b-r],[ -p][pqr][b-r],12,33,14964,0,1648,59747,false
powers,5,2,1632819610,^xx?$,^xx?$,2,13,182,0,503,277159,true
glob,5,3,1412034944,^p|[k-s]e\B,^p|[k-s]e\B,12,33,17894,0,1988,27203,false
glob,5,4,9724161943,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17074,false
glob,5,5,4037724866,[h-o][b-w][b-n][b-n][ -t],[h-o][b-w][b-n][b-n][ -t],12,33,33343,0,2960,20924,false
glob,5,6,8370032799,[h-o][b-w][b-n][b-n][ -t],[h-o][b-w][b-n][b-n][ -t],12,33,22200,0,2278,20507,false
glob,5,7,2767986875,[f-r][k-r][c-m][*-n],[f-r][k-r][c-m][*-n],13,34,35470,0,3088,16904,false
glob,5,8,3141506592,N/A,N/A,N/A,N/A,N/A,N/A,N/A,17745,false
glob,5,9,3313543896,[h-o][b-w][b-n]{2}[ -t],[h-o][b-w][b-n]{2}[ -t],12,33,42421,0,3610,17278,false
glob,5,10,8657690939,^[bcd][b-r]\B,^[bcd][b-r]\B,7,28,2493,0,746,14764,false
glob,5,11,9696640194,[h-o][b-w][b-n][b-n][ -t],[h-o][b-w][b-n][b-n][ -t],12,33,21633,0,2246,20508,false
glob,5,12,6621545651,[pqr][i-r],[pqr][i-r],11,32,7844,0,1280,16879,false
glob,5,13,2492462788,[h-o][b-w][b-n][b-n][ -t],[h-o][b-w][b-n][b-n][ -t],12,33,22856,0,2411,19867,false
powers,5,3,1412034944,^x?x$,^x?x$,2,13,404821,0,147220,220997,true
glob,5,14,3404588599,[l-r][d-p][e-y][d-p],[l-r][d-p][e-y][d-p],14,35,51926,0,4106,19908,false
glob,5,15,2330977742,[b-e][n-r],[b-e][n-r],12,33,1498,0,604,32344,false
glob,5,16,6361187489,\* ,\* ,6,27,14,0,23,20526,false
glob,5,17,2805026820,[h-o][b-w][b-n][b-n][ -t],[h-o][b-w][b-n][b-n][ -t],12,33,22855,0,2612,28718,false
glob,5,18,4323456912,\W[ -e][b-s],\W[ -e][b-s],10,31,4605,0,1159,19176,false
glob,5,19,8361101999,N/A,N/A,N/A,N/A,N/A,N/A,N/A,18979,false
glob,5,20,9935136846,N/A,N/A,N/A,N/A,N/A,N/A,N/A,15555,false
powers,5,4,9724161943,^x?x$,^x?x$,2,13,65223,0,22323,174900,true
glob,5,21,5217407358,[h-o][b-w][b-n][b-n][ -t],[h-o][b-w][b-n][b-n][ -t],12,33,29005,0,2829,33090,false
powers,5,5,4037724866,^xx?$,^xx?$,2,13,133748,0,60196,196236,true
glob,5,22,5619256299,^c[b-r]|[pqr][i-r],^c[b-r]|[pqr][i-r],13,34,174195,0,12675,575358,true
powers,5,6,8370032799,^x?x$,^x?x$,2,13,3478,0,1529,780421,true
powers,5,7,2767986875,^.?x$,^.?x$,2,13,54831,0,26489,182504,true
powers,5,8,3141506592,^x?x$,{0}^x?x$,2,13,63309,0,27781,177813,true
glob,5,23,4560422870,[pqr][i-r],[pqr][i-r],11,32,6619,0,1214,801232,true
powers,5,9,3313543896,^x?x$,^x?x$,2,13,311419,0,143840,431154,true
powers,5,10,8657690939,^x?x$,^x?x$,2,13,290030,0,121902,193387,true
powers,5,11,9696640194,^x?x$,^x?x$,2,13,306904,0,129923,224374,true
glob,5,24,5236888092,k*[^x][b-w][ -r][ -r][b-y][b-t].[ -s].$,k*[^x][b-w][ -r][ -r][b-y][b-t].[ -s].$,18,39,130062,0,127817,832966,true
glob,5,25,1337360711,\*[ -*],\*[ -*],6,27,1105,0,190,14738,false
glob,5,26,7659837985,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16545,false
glob,5,27,2521100877,[b-e][n-r].[ -t],[b-e][n-r].[ -t],13,34,136471,0,34344,50482,false
glob,5,28,8801535107,[pqr][i-r],[pqr][i-r],11,32,7844,0,1189,42087,false
glob,5,29,9651599436,[h-o][b-w][b-n][b-n][ -t],[h-o][b-w][b-n][b-n][ -t],12,33,25901,0,2678,22690,false
balance,5,1,2967301147,^<.*>>$,^<.*>>$,25,57,24706,1,12767,159017,true
balance,5,1,5600405384,^<[^]*>>$,^<[^]*>>$,25,57,46777,0,37346,187675,true
balance,5,2,1632819610,<.><.*.>>$,<.><.*.>>$,26,58,25644,1,13247,183618,true
powers,5,12,6621545651,^x?x$,^x?x$,2,13,452953,0,728590,799266,true
powers,5,13,2492462788,^x?x$,^x?x$,2,13,413471,0,253709,478690,true
balance,5,3,1412034944,^>^|.<<>..>.+.>>$,^>^|.<<>..>.+.>>$,27,59,136673,1,98875,582282,true
powers,5,14,3404588599,^x?x$,^x?x$,2,13,56413,0,18347,166725,true
balance,5,4,9724161943,^<.*>>$,^<.*>>$,25,57,107233,0,47599,173625,true
powers,5,15,2330977742,^x?x$,{0}^x?x$,2,13,94333,0,42517,158254,true
balance,5,5,4037724866,<<.>>>.<+.>.,<<.>>>.<+.>.,25,57,15692,0,9365,183839,true
powers,5,16,6361187489,^x?x$,^x?x$,2,13,66937,0,31277,183560,true
balance,5,6,8370032799,^<.*>>$,^<.*>>$,25,57,32996,0,9607,178391,true
powers,5,17,2805026820,^x?x$,{0}^x?x$,2,13,225887,0,80506,192192,true
balance,5,7,2767986875,^<.*>>$,^<.*>>$,25,57,17355,0,17347,837485,true
powers,5,20,9935136846,^x?x$,^x?x$,2,13,18223,0,7179,214731,true
balance,5,8,3141506592,>>[^>]<.>|^<>$,>>[^>]<.>|^<>$,18,50,1519,0,974,714277,true
balance,5,9,3313543896,^<[^]+>>$,^<[^]+>>$,25,57,27519,0,11781,151929,true
powers,5,21,5217407358,^x?x$,{0}^x?x$,2,13,320900,0,222639,437413,true
balance,5,10,8657690939,.^|.<>+.>><<..,.^|.<>+.>><<..,25,57,96044,1,47408,190045,true
powers,5,23,4560422870,^x?x$,^x?x$,2,13,109444,0,54414,282675,true
balance,5,11,9696640194,.<<>..>...+>$,.<<>..>...+>$,26,58,13309,0,7541,726720,true
balance,5,12,6621545651,.^|.<.><.+>>$,{0}.^|.<.><.+>>$,26,58,22786,0,18695,664301,true
powers,5,25,1337360711,^x?x$,^x?x$,2,13,444033,0,430270,492861,true
powers,5,26,7659837985,^x?x$,^x?x$,2,13,238576,0,81829,167231,true
balance,5,13,2492462788,..<.><.+>>$,..<.><.+>>$,27,59,60072,0,36362,233208,true
balance,5,14,3404588599,^<.*>>$,{0}^<.*>>$,25,57,55073,0,28598,177418,true
balance,5,15,2330977742,^<.*>>$,^<.*>>$,25,57,148589,0,76632,205851,true
balance,5,16,6361187489,.<<>..>.+.>>$,.<<>..>.+.>>$,27,59,52922,0,28331,2931052,true
long-count,5,1,2967301147,^ ,{0}^ ,0,20,50098,0,19466,110253,true
long-count,5,1,5600405384,  ,  ,0,20,43117,0,8021,98714,true
balance,5,17,2805026820,^<<.+>$,^<<.+>$,24,56,8547,1,2954,177615,true
long-count,5,2,1632819610,.^,{0}.^,0,20,40045,0,7121,99610,true
long-count,5,3,1412034944,.^,.^,0,20,41781,0,7593,104735,true
long-count,5,4,9724161943,.^,.^,0,20,401286,0,67600,100583,true
long-count,5,5,4037724866,^ ,^ ,0,20,42059,0,8425,143678,true
long-count,5,6,8370032799,^$,{0}^$,0,20,41865,0,13759,129949,true
long-count,5,7,2767986875,^$,{0}^$,0,20,42127,0,9547,99609,true
balance,5,18,4323456912,.<<>...<.+>>$,.<<>...<.+>>$,27,59,220381,0,126677,736593,true
long-count,5,8,3141506592, $, $,0,20,340313,0,57968,102520,true
long-count,5,9,3313543896,^ ,^ ,0,20,47257,0,9859,108521,true
long-count,5,10,8657690939,^ ,^ ,0,20,551207,0,87308,94651,true
balance,5,19,8361101999,.<<>..>.+.>>$,.<<>..>.+.>>$,27,59,44289,0,22771,333893,true
long-count,5,11,9696640194,^ ,^ ,0,20,344097,0,55308,98897,true
long-count,5,12,6621545651,^ ,^ ,0,20,45600,0,9169,98344,true
long-count,5,13,2492462788,.^,.^,0,20,42481,0,7696,98608,true
long-count,5,14,3404588599,.^,.^,0,20,45895,0,11240,96968,true
long-count,5,15,2330977742,^ ,^ ,0,20,371986,0,98445,140095,true
long-count,5,16,6361187489,$0,{0}$0,0,20,40734,0,8193,135175,true
long-count,5,17,2805026820,$0,$0,0,20,335146,0,54727,98124,true
balance,5,20,9935136846,^<<[^]*<>.<..>,^<<[^]*<>.<..>,27,59,40073,1,20233,821249,true
long-count,5,18,4323456912,^ ,^ ,0,20,41479,0,8502,139320,true
long-count,5,19,8361101999,^$,^$,0,20,39352,0,9431,126368,true
balance,5,21,5217407358,..<>.<.+>>$,..<>.<.+>>$,26,58,44865,0,31878,232076,true
long-count,5,20,9935136846, $, $,0,20,540247,0,105859,118540,true
long-count,5,21,5217407358, $, $,0,20,40419,0,10349,114302,true
long-count,5,22,5619256299,^ ,^ ,0,20,40976,0,7842,109279,true
balance,5,22,5619256299,<<<>..>...+>$,<<<>..>...+>$,27,59,117762,1,85477,320045,true
long-count,5,23,4560422870,^ ,^ ,0,20,41205,0,7821,104268,true
long-count,5,24,5236888092,^ ,^ ,0,20,43114,0,8078,107964,true
long-count,5,25,1337360711,^$,{0}^$,0,20,43634,0,10052,113328,true
balance,5,23,4560422870,^<.*>>$,^<.*>>$,25,57,45397,0,26599,276885,true
long-count,5,26,7659837985,$0,$0,0,20,47407,0,25673,127327,true
long-count,5,27,2521100877,^$,^$,0,20,44674,0,10495,112995,true
balance,5,24,5236888092,<.><.*>>$,<.><.*>>$,26,58,45003,0,33126,242912,true
long-count,5,28,8801535107,^ ,^ ,0,20,40396,0,10089,118057,true
long-count,5,29,9651599436,.^,{0}.^,0,20,41616,0,9324,108584,true
balance,5,25,1337360711,<>*<.><.*>>$,<{0}>*<.><.*>>$,27,59,62643,1,44915,251874,true
balance,5,26,7659837985,^<<.*<<..>>,^<<.*<<..>>,24,56,5852,0,3608,185245,true
alphabetical,5,1,2967301147,^a,^a,5,22,2,0,22,676024,true
alphabetical,5,1,5600405384,t [e-t]*r,t [e-t]*r,9,26,912,0,980,57095,false
alphabetical,5,2,1632819610, t[e-r][ -n], t[e-r][ -n],7,24,790,0,1027,84137,true
